scope,id,ja,ko,en,source_commit
gen2,105,ながねぎ,대파,Stick,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,106,けむりだま,연막탄,Smoke Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,107,とけないこおり,녹지않는 얼음,NeverMeltIce,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,108,じしゃく,자석,Magnet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,109,きせきのみ,기적의 열매,MiracleBerry,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,110,しんじゅ,진주,Pearl,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,111,おおきなしんじゅ,큰 진주,Big Pearl,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,112,かわらずのいし,변함없는 돌,Everstone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,113,のろいのおふだ,저주의 부적,Spell Tag,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,114,いかりまんじゅう,분노의 호두과자,RageCandyBar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,115,ジーエスボール*,GS볼*,GS Ball*,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,116,ブルーカード*,블루카드*,Blue Card*,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,117,きせきのタネ,기적의 씨,Miracle Seed,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,118,ふといホネ,굵은 뼈,Thick Club,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,119,きあいのハチマキ,기합의 머리띠,Focus Band,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,120,カビチュウ (７),? (7),Teru-sama (7),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,121,ちからのこな,힘의 가루,EnergyPowder,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,122,ちからのねっこ,힘의 뿌리,Energy Root,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,123,ばんのうごな,만능가루,Heal Powder,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,124,ふっかつそう,부활초,Revival Herb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,125,かたいいし,딱딱한 돌,Hard Stone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,126,しあわせタマゴ,행복의 알,Lucky Egg,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,127,カードキー,카드키,Card Key,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,128,きかいのぶひん,기계부품,Machine Part,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,129,タマゴけん*,알 티켓*,Egg Ticket*,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,130,おとしもの,분실물,Lost Item,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,131,ほしのすな,별의 모래,Stardust,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,132,ほしのかけら,별의 조각,Star Piece,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,133,ちかのカギ,지하의 열쇠,Basement Key,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,134,ていきけん,정기권,Pass,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,135,カビチュウ (８),? (8),Teru-sama (8),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,136,カビチュウ (９),? (9),Teru-sama (9),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,137,カビチュウ (１０),? (10),Teru-sama (10),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,138,もくたん,목탄,Charcoal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,139,きのみジュース,나무열매쥬스,Berry Juice,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,140,ピントレンズ,초점 렌즈,Scope Lens,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,141,カビチュウ (１１),? (11),Teru-sama (11),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,142,カビチュウ (１２),? (12),Teru-sama (12),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,143,メタルコート,금속코트,Metal Coat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,144,りゅうのキバ,용의 이빨,Dragon Fang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,145,カビチュウ (１３),? (13),Teru-sama (13),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,146,たべのこし,먹다 남은 음식,Leftovers,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,147,カビチュウ (１４),? (14),Teru-sama (14),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,148,カビチュウ (１５),? (15),Teru-sama (15),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,149,カビチュウ (１６),? (16),Teru-sama (16),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,150,ふしぎなきのみ,이상한 나무열매,MysteryBerry,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,151,りゅうのウロコ,용의 비늘,Dragon Scale,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,152,はかいのいでんし,파괴의 유전자,Berserk Gene,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,153,カビチュウ (１７),? (17),Teru-sama (17),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,154,カビチュウ (１８),? (18),Teru-sama (18),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,155,カビチュウ (１９),? (19),Teru-sama (19),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,156,せいなるはい,성스러운 분말,Sacred Ash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,157,ヘビーボール,헤비볼,Heavy Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,158,はながらメール,꽃무늬 메일,Flower Mail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,159,レベルボール,레벨볼,Level Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,160,ルアーボール,루어볼,Lure Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,161,スピードボール,스피드볼,Fast Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,162,カビチュウ (２０),? (20),Teru-sama (20),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,163,でんきだま,전기구슬,Light Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,164,フレンドボール,프랜드볼,Friend Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,165,ムーンボール,문볼,Moon Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,166,ラブラブボール,러브러브볼,Love Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,167,きのはこ,나무상자,Normal Box,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,168,きりのはこ,오동나무상자,Gorgeous Box,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,169,たいようのいし,태양의 돌,Sun Stone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,170,みずたまリボン,물방울 리본,Polkadot Bow,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,171,カビチュウ (２１),? (21),Teru-sama (21),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,172,アップグレード,업그레이드,Up-Grade,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,173,きのみ,나무열매,Berry,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,174,おうごんのみ,황금열매,Gold Berry,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,175,ゼニガメじょうろ,꼬부기 물뿌리개,SquirtBottle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,176,カビチュウ (２２),? (22),Teru-sama (22),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,177,パークボール,파크볼,Park Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,178,にじいろのはね,무지개빛 날개,Rainbow Wing,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,179,カビチュウ (２３),? (23),Teru-sama (23),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,180,かわらのかけら,기와조각,Brick Piece,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,181,なみのりメール,파도타기 메일,Surf Mail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,182,みずいろメール,옥빛 메일,Litebluemail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,183,にがおえメール,초상화 메일,Portraitmail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,184,ラブリーメール,러브리 메일,Lovely Mail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,185,ブイブイメール,브이브이 메일,Eon Mail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,186,へんしんメール,변신 메일,Morph Mail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,187,あおぞらメール,푸른하늘 메일,Bluesky Mail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,188,おんぷメール,음표 메일,Music Mail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,189,まぼろしメール,환상의 메일,Mirage Mail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,190,カビチュウ (２４),? (24),Teru-sama (24),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,191,わざマシン０１,기술머신01,TM01,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,192,わざマシン０２,기술머신02,TM02,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,193,わざマシン０３,기술머신03,TM03,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,194,わざマシン０４,기술머신04,TM04,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,195,わざマシン０４ (未使用),기술머신04 (미사용),TM04 (Unused),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,196,わざマシン０５,기술머신05,TM05,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,197,わざマシン０６,기술머신06,TM06,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,198,わざマシン０７,기술머신07,TM07,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,199,わざマシン０８,기술머신08,TM08,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,200,わざマシン０９,기술머신09,TM09,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,201,わざマシン１０,기술머신10,TM10,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,202,わざマシン１１,기술머신11,TM11,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,203,わざマシン１２,기술머신12,TM12,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,204,わざマシン１３,기술머신13,TM13,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,205,わざマシン１４,기술머신14,TM14,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,206,わざマシン１５,기술머신15,TM15,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,207,わざマシン１６,기술머신16,TM16,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,208,わざマシン１７,기술머신17,TM17,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,209,わざマシン１８,기술머신18,TM18,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,210,わざマシン１９,기술머신19,TM19,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,211,わざマシン２０,기술머신20,TM20,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,212,わざマシン２１,기술머신21,TM21,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,213,わざマシン２２,기술머신22,TM22,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,214,わざマシン２３,기술머신23,TM23,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,215,わざマシン２４,기술머신24,TM24,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,216,わざマシン２５,기술머신25,TM25,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,217,わざマシン２６,기술머신26,TM26,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,218,わざマシン２７,기술머신27,TM27,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,219,わざマシン２８,기술머신28,TM28,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,220,わざマシン２８ (未使用),기술머신28 (미사용),TM28 (Unused),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,221,わざマシン２９,기술머신29,TM29,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,222,わざマシン３０,기술머신30,TM30,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,223,わざマシン３１,기술머신31,TM31,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,224,わざマシン３２,기술머신32,TM32,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,225,わざマシン３３,기술머신33,TM33,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,226,わざマシン３４,기술머신34,TM34,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,227,わざマシン３５,기술머신35,TM35,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,228,わざマシン３６,기술머신36,TM36,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,229,わざマシン３７,기술머신37,TM37,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,230,わざマシン３８,기술머신38,TM38,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,231,わざマシン３９,기술머신39,TM39,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,232,わざマシン４０,기술머신40,TM40,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,233,わざマシン４１,기술머신41,TM41,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,234,わざマシン４２,기술머신42,TM42,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,235,わざマシン４３,기술머신43,TM43,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,236,わざマシン４４,기술머신44,TM44,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,237,わざマシン４５,기술머신45,TM45,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,238,わざマシン４６,기술머신46,TM46,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,239,わざマシン４７,기술머신47,TM47,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,240,わざマシン４８,기술머신48,TM48,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,241,わざマシン４９,기술머신49,TM49,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,242,わざマシン５０,기술머신50,TM50,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,243,ひでんマシン０１,비전머신01,HM01,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,244,ひでんマシン０２,비전머신02,HM02,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,245,ひでんマシン０３,비전머신03,HM03,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,246,ひでんマシン０４,비전머신04,HM04,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,247,ひでんマシン０５,비전머신05,HM05,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,248,ひでんマシン０６,비전머신06,HM06,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,249,ひでんマシン０７,비전머신07,HM07,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,250,ひでんマシン０８ (未使用),비전머신08 (미사용),HM08 (Unused),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,251,ひでんマシン０９ (未使用),비전머신09 (미사용),HM09 (Unused),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,252,ひでんマシン１０ (未使用),비전머신10 (미사용),HM10 (Unused),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,253,ひでんマシン１１ (未使用),비전머신11 (미사용),HM11 (Unused),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen2,254,ひでんマシン１２ (未使用),비전머신12 (미사용),HM12 (Unused),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,0,﻿(なし),(없음),﻿(None),8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,1,マスターボール,마스터볼,Master Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,2,ハイパーボール,하이퍼볼,Ultra Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,3,スーパーボール,수퍼볼,Great Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,4,モンスターボール,몬스터볼,Poké Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,5,サファリボール,사파리볼,Safari Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,6,ネットボール,넷트볼,Net Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,7,ダイブボール,다이브볼,Dive Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,8,ネストボール,네스트볼,Nest Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,9,リピートボール,리피드볼,Repeat Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,10,タイマーボール,타이마볼,Timer Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,11,ゴージャスボール,럭셔리볼,Luxury Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,12,プレミアボール,프레미어볼,Premier Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,13,キズぐすり,상처약,Potion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,14,どくけし,해독제,Antidote,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,15,やけどなおし,화상치료제,Burn Heal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,16,こおりなおし,얼음상태치료제,Ice Heal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,17,ねむけざまし,잠깨는약,Awakening,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,18,まひなおし,마비치료제,Parlyz Heal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,19,かいふくのくすり,회복약,Full Restore,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,20,まんたんのくすり,풀회복약,Max Potion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,21,すごいキズぐすり,고급상처약,Hyper Potion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,22,いいキズぐすり,좋은상처약,Super Potion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,23,なんでもなおし,만병통치제,Full Heal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,24,げんきのかけら,기력의조각,Revive,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,25,げんきのかたまり,기력의덩어리,Max Revive,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,26,おいしいみず,맛있는물,Fresh Water,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,27,サイコソーダ,미네랄사이다,Soda Pop,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,28,ミックスオレ,후르츠밀크,Lemonade,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,29,モーモーミルク,튼튼밀크,Moomoo Milk,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,30,ちからのこな,힘의가루,EnergyPowder,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,31,ちからのねっこ,힘의뿌리,Energy Root,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,32,ばんのうごな,만능가루,Heal Powder,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,33,ふっかつそう,부활초,Revival Herb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,34,ピーピーエイド,PP에이드,Ether,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,35,ピーピーリカバー,PP회복,Max Ether,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,36,ピーピーエイダー,PP에이더,Elixir,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,37,ピーピーマックス,PP맥스,Max Elixir,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,38,フエンせんべい,용암전병,Lava Cookie,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,39,あおいビードロ,파랑비드로,Blue Flute,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,40,きいろビードロ,노랑비드로,Yellow Flute,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,41,あかいビードロ,빨강비드로,Red Flute,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,42,くろいビードロ,검정비드로,Black Flute,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,43,しろいビードロ,하양비드로,White Flute,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,44,きのみジュース,나무열매쥬스,Berry Juice,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,45,せいなるはい,성스러운분말,Sacred Ash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,46,あさせのしお,여울소금,Shoal Salt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,47,あさせのかいがら,여울조개껍질,Shoal Shell,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,48,あかいかけら,빨강조각,Red Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,49,あおいかけら,파랑조각,Blue Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,50,きいろいかけら,노랑조각,Yellow Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,51,みどりのかけら,초록조각,Green Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,52,？？？(0x34),??? (0x34),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,53,？？？(0x35),??? (0x35),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,54,？？？(0x36),??? (0x36),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,55,？？？(0x37),??? (0x37),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,56,？？？(0x38),??? (0x38),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,57,？？？(0x39),??? (0x39),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,58,？？？(0x3A),??? (0x3A),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,59,？？？(0x3B),??? (0x3B),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,60,？？？(0x3C),??? (0x3C),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,61,？？？(0x3D),??? (0x3D),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,62,？？？(0x3E),??? (0x3E),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,63,マックスアップ,맥스업,HP Up,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,64,タウリン,타우린,Protein,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,65,ブロムヘキシン,사포닌,Iron,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,66,インドメタシン,알칼로이드,Carbos,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,67,リゾチウム,리보플라빈,Calcium,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,68,ふしぎなアメ,이상한사탕,Rare Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,69,ポイントアップ,포인트업,PP Up,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,70,キトサン,키토산,Zinc,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,71,ポイントマックス,포인트맥스,PP Max,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,72,？？？(0x48),??? (0x48),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,73,エフェクトガード,이펙트가드,Guard Spec.,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,74,クリティカッター,크리티컬커터,Dire Hit,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,75,プラスパワー,플러스파워,X Attack,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,76,ディフェンダー,디펜드업,X Defend,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,77,スピーダー,스피드업,X Speed,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,78,ヨクアタール,잘-맞히기,X Accuracy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,79,スペシャルアップ,스페셜업,X Special,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,80,ピッピにんぎょう,삐삐인형,Poké Doll,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,81,エネコのシッポ,에나비꼬리,Fluffy Tail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,82,？？？(0x52),??? (0x52),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,83,シルバースプレー,실버스프레이,Super Repel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,84,ゴールドスプレー,골드스프레이,Max Repel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,85,あなぬけのヒモ,동굴탈출로프,Escape Rope,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,86,むしよけスプレー,벌레회피스프레이,Repel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,87,？？？(0x57),??? (0x57),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,88,？？？(0x58),??? (0x58),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,89,？？？(0x59),??? (0x59),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,90,？？？(0x5A),??? (0x5A),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,91,？？？(0x5B),??? (0x5B),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,92,？？？(0x5C),??? (0x5C),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,93,たいようのいし,태양의돌,Sun Stone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,94,つきのいし,달의돌,Moon Stone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,95,ほのおのいし,불꽃의돌,Fire Stone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,96,かみなりのいし,천둥의돌,Thunder Stone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,97,みずのいし,물의돌,Water Stone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,98,リーフのいし,리프의돌,Leaf Stone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,99,？？？(0x63),??? (0x63),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,100,？？？(0x64),??? (0x64),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
gen3,101,？？？(0x65),??? (0x65),???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
