id,ja,ko,en,source_commit
864,サニゴーン,산호르곤,Cursola,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
865,ネギガナイト,창파나이트,Sirfetch’d,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
866,バリコオル,마임꽁꽁,Mr. Rime,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
867,デスバーン,데스판,Runerigus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
868,マホミル,마빌크,Milcery,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
869,マホイップ,마휘핑,Alcremie,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
870,タイレーツ,대여르,Falinks,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
871,バチンウニ,찌르성게,Pincurchin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
872,ユキハミ,누니머기,Snom,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
873,モスノウ,모스노우,Frosmoth,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
874,イシヘンジン,돌헨진,Stonjourner,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
875,コオリッポ,빙큐보,Eiscue,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
876,イエッサン,에써르,Indeedee,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
877,モルペコ,모르페코,Morpeko,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
878,ゾウドウ,끼리동,Cufant,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
879,ダイオウドウ,대왕끼리동,Copperajah,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
880,パッチラゴン,파치래곤,Dracozolt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
881,パッチルドン,파치르돈,Arctozolt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
882,ウオノラゴン,어래곤,Dracovish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
883,ウオチルドン,어치르돈,Arctovish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
884,ジュラルドン,두랄루돈,Duraludon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
885,ドラメシヤ,드라꼰,Dreepy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
886,ドロンチ,드래런치,Drakloak,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
887,ドラパルト,드래펄트,Dragapult,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
888,ザシアン,자시안,Zacian,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
889,ザマゼンタ,자마젠타,Zamazenta,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
890,ムゲンダイナ,무한다이노,Eternatus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
891,ダクマ,치고마,Kubfu,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
892,ウーラオス,우라오스,Urshifu,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
893,ザルード,자루도,Zarude,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
894,レジエレキ,레지에레키,Regieleki,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
895,レジドラゴ,레지드래고,Regidrago,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
896,ブリザポス,블리자포스,Glastrier,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
897,レイスポス,레이스포스,Spectrier,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
898,バドレックス,버드렉스,Calyrex,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
899,アヤシシ,신비록,Wyrdeer,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
900,バサギリ,사마자르,Kleavor,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
901,ガチグマ,다투곰,Ursaluna,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
902,イダイトウ,대쓰여너,Basculegion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
903,オオニューラ,포푸니크,Sneasler,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
904,ハリーマン,장침바루,Overqwil,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
905,ラブトロス,러브로스,Enamorus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
906,ニャオハ,나오하,Sprigatito,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
907,ニャローテ,나로테,Floragato,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
908,マスカーニャ,마스카나,Meowscarada,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
909,ホゲータ,뜨아거,Fuecoco,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
910,アチゲータ,악뜨거,Crocalor,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
911,ラウドボーン,라우드본,Skeledirge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
912,クワッス,꾸왁스,Quaxly,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
913,ウェルカモ,아꾸왁,Quaxwell,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
914,ウェーニバル,웨이니발,Quaquaval,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
915,グルトン,맛보돈,Lechonk,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
916,パフュートン,퍼퓨돈,Oinkologne,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
917,タマンチュラ,타랜툴라,Tarountula,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
918,ワナイダー,트래피더,Spidops,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
919,マメバッタ,콩알뚜기,Nymble,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
920,エクスレッグ,엑스레그,Lokix,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
921,パモ,빠모,Pawmi,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
922,パモット,빠모트,Pawmo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
923,パーモット,빠르모트,Pawmot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
924,ワッカネズミ,두리쥐,Tandemaus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
925,イッカネズミ,파밀리쥐,Maushold,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
926,パピモッチ,쫀도기,Fidough,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
927,バウッツェル,바우첼,Dachsbun,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
928,ミニーブ,미니브,Smoliv,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
929,オリーニョ,올리뇨,Dolliv,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
930,オリーヴァ,올리르바,Arboliva,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
931,イキリンコ,시비꼬,Squawkabilly,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
932,コジオ,베베솔트,Nacli,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
933,ジオヅム,스태솔트,Naclstack,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
934,キョジオーン,콜로솔트,Garganacl,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
935,カルボウ,카르본,Charcadet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
936,グレンアルマ,카디나르마,Armarouge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
937,ソウブレイズ,파라블레이즈,Ceruledge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
938,ズピカ,빈나두,Tadbulb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
939,ハラバリー,찌리배리,Bellibolt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
940,カイデン,찌리비,Wattrel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
941,タイカイデン,찌리비크,Kilowattrel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
942,オラチフ,오라티프,Maschiff,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
943,マフィティフ,마피티프,Mabosstiff,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
944,シルシュルー,땃쭈르,Shroodle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
945,タギングル,태깅구르,Grafaiai,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
946,アノクサ,그푸리,Bramblin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
947,アノホラグサ,공푸리,Brambleghast,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
948,ノノクラゲ,들눈해,Toedscool,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
949,リククラゲ,육파리,Toedscruel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
950,ガケガニ,절벼게,Klawf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
951,カプサイジ,캡싸이,Capsakid,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
952,スコヴィラン,스코빌런,Scovillain,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
953,シガロコ,구르데,Rellor,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
954,ベラカス,베라카스,Rabsca,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
955,ヒラヒナ,하느라기,Flittle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
956,クエスパトラ,클레스퍼트라,Espathra,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
957,カヌチャン,어리짱,Tinkatink,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
958,ナカヌチャン,벼리짱,Tinkatuff,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
959,デカヌチャン,두드리짱,Tinkaton,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
960,ウミディグダ,바다그다,Wiglett,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
961,ウミトリオ,바닥트리오,Wugtrio,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
962,オトシドリ,떨구새,Bombirdier,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
963,ナミイルカ,맨돌핀,Finizen,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
964,イルカマン,돌핀맨,Palafin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
965,ブロロン,부르롱,Varoom,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
966,ブロロローム,부르르룸,Revavroom,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
967,モトトカゲ,모토마,Cyclizar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
968,ミミズズ,꿈트렁,Orthworm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
969,キラーメ,초롱순,Glimmet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
970,キラフロル,킬라플로르,Glimmora,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
971,ボチ,망망이,Greavard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
972,ハカドッグ,묘두기,Houndstone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
973,カラミンゴ,꼬이밍고,Flamigo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
974,アルクジラ,터벅고래,Cetoddle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
975,ハルクジラ,우락고래,Cetitan,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
976,ミガルーサ,가비루사,Veluza,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
977,ヘイラッシャ,어써러셔,Dondozo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
978,シャリタツ,싸리용,Tatsugiri,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
979,コノヨザル,저승갓숭,Annihilape,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
980,ドオー,토오,Clodsire,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
981,リキキリン,키키링,Farigiraf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
982,ノココッチ,노고고치,Dudunsparce,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
983,ドドゲザン,대도각참,Kingambit,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
984,イダイナキバ,위대한엄니,Great Tusk,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
985,サケブシッポ,우렁찬꼬리,Scream Tail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
986,アラブルタケ,사나운버섯,Brute Bonnet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
987,ハバタクカミ,날개치는머리,Flutter Mane,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
988,チヲハウハネ,땅을기는날개,Slither Wing,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
989,スナノケガワ,모래털가죽,Sandy Shocks,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
990,テツノワダチ,무쇠바퀴,Iron Treads,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
991,テツノツツミ,무쇠보따리,Iron Bundle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
992,テツノカイナ,무쇠손,Iron Hands,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
993,テツノコウベ,무쇠머리,Iron Jugulis,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
994,テツノドクガ,무쇠독나방,Iron Moth,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
995,テツノイバラ,무쇠가시,Iron Thorns,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
996,セビエ,드니차,Frigibax,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
997,セゴール,드니꽁,Arctibax,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
998,セグレイブ,드닐레이브,Baxcalibur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
999,コレクレー,모으령,Gimmighoul,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1000,サーフゴー,타부자고,Gholdengo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1001,チオンジェン,총지엔,Wo-Chien,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1002,パオジアン,파오젠,Chien-Pao,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1003,ディンルー,딩루,Ting-Lu,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1004,イーユイ,위유이,Chi-Yu,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1005,トドロクツキ,고동치는달,Roaring Moon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1006,テツノブジン,무쇠무인,Iron Valiant,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1007,コライドン,코라이돈,Koraidon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1008,ミライドン,미라이돈,Miraidon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1009,ウネルミナモ,굽이치는물결,Walking Wake,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1010,テツノイサハ,무쇠잎새,Iron Leaves,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1011,カミッチュ,과미르,Dipplin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1012,チャデス,차데스,Poltchageist,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1013,ヤバソチャ,그우린차,Sinistcha,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1014,イイネイヌ,조타구,Okidogi,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1015,マシマシラ,이야후,Munkidori,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1016,キチキギス,기로치,Fezandipiti,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1017,オーガポン,오거폰,Ogerpon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1018,ブリジュラス,브리두라스,Archaludon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1019,カミツオロチ,과미드라,Hydrapple,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1020,ウガツホムラ,꿰뚫는화염,Gouging Fire,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1021,タケルライコ,날뛰는우레,Raging Bolt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1022,テツノイワオ,무쇠암석,Iron Boulder,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1023,テツノカシラ,무쇠감투,Iron Crown,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1024,テラパゴス,테라파고스,Terapagos,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
1025,モモワロウ,복숭악동,Pecharunt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
